Transaction_ID,Date,Year,Month,Quarter,Region,Customer_ID,Customer_Segment,Department,Product,Units_Sold,Unit_Price,Gross_Revenue,Discount,Net_Revenue,COGS,Marketing_Expense,Operating_Expense,Total_Expense,Profit,Profit_Margin,Payment_Method,Payment_Status,Budget_Target,Variance_vs_Budget
TXN-00100,2023-06-23,2023,Jun,Q2,Ras Al Khaimah,CUST-0048,Government,HR,Cloud Support,18,"1,747.21","31,449.78","3,734.64","27,715.14","17,670.68","1,668.64","4,372.47","23,711.79","4,003.35",14.44%,Cash,Paid,"30,531.90","-2,816.76"
TXN-00101,2023-02-07,2023,Feb,Q1,Umm Al Quwain,CUST-0404,Corporate,HR,Maintenance Contract,10,"1,338.16","13,381.60",286.62,"13,094.98","9,273.82",643.96,"1,040.40","10,958.18","2,136.80",16.32%,Online,Paid,"12,064.01","1,030.97"
TXN-00102,2025-12-14,2025,Dec,Q4,Umm Al Quwain,CUST-0463,SME,IT,Software Subscription,22,"1,145.65","25,204.30","3,476.56","21,727.74","11,672.18",925.67,"1,544.67","14,142.52","7,585.22",34.91%,Cheque,Pending,"24,539.39","-2,811.65"
TXN-00103,2023-03-31,2023,Mar,Q1,Sharjah,CUST-0495,Government,Logistics,Hardware Setup,12,"2,835.42","34,025.04","1,616.39","32,408.65","24,035.22","1,202.22","4,774.11","30,011.55","2,397.10",7.40%,Credit Card,Paid,"32,884.36",-475.71
TXN-00104,2025-01-23,2025,Jan,Q1,Umm Al Quwain,CUST-0129,Corporate,IT,Security Audit,8,"4,736.66","37,893.28","2,064.00","35,829.28","17,925.05","1,616.60","2,546.30","22,087.95","13,741.33",38.35%,Cheque,Paid,"33,676.27","2,153.01"
TXN-00105,2025-01-30,2025,Jan,Q1,Abu Dhabi,CUST-0419,Government,Operations,Consulting Service,2,"3,269.09","6,538.18",399.15,"6,139.03","2,637.03",456.24,424.55,"3,517.82","2,621.21",42.70%,Bank Transfer,Overdue,"6,208.04",-69.01
TXN-00106,2025-04-29,2025,Apr,Q2,Fujairah,CUST-0172,SME,Marketing,Software Subscription,13,"1,224.96","15,924.48",675.84,"15,248.64","9,718.95",647.99,818.31,"11,185.25","4,063.39",26.65%,Bank Transfer,Pending,"17,676.95","-2,428.31"
TXN-00107,2024-08-10,2024,Aug,Q3,Fujairah,CUST-0312,Hospitality,Finance,Security Audit,3,"4,718.85","14,156.55",464.87,"13,691.68","7,003.77","1,018.00",718.41,"8,740.18","4,951.50",36.16%,Bank Transfer,Paid,"12,934.48",757.20
TXN-00108,2024-08-13,2024,Aug,Q3,Ras Al Khaimah,CUST-0009,Hospitality,HR,Data Analytics Package,5,"4,343.70","21,718.50",517.85,"21,200.65","8,715.93","1,216.25","1,233.13","11,165.31","10,035.34",47.34%,Credit Card,Paid,"23,978.07","-2,777.42"
TXN-00109,2023-10-22,2023,Oct,Q4,Ras Al Khaimah,CUST-0279,Hospitality,Logistics,Cloud Support,14,"1,477.13","20,679.82","1,094.43","19,585.39","11,917.31",611.82,"2,680.61","15,209.74","4,375.65",22.34%,Online,Paid,"20,310.94",-725.55
TXN-00110,2023-02-11,2023,Feb,Q1,Fujairah,CUST-0337,Corporate,Logistics,Hardware Setup,28,"2,620.94","73,386.32","9,329.91","64,056.41","52,664.36","2,256.00","3,338.07","58,258.43","5,797.98",9.05%,Online,Paid,"71,522.57","-7,466.16"
TXN-00111,2024-11-11,2024,Nov,Q4,Abu Dhabi,CUST-0416,SME,Sales,Training Program,2,864.83,"1,729.66",70.27,"1,659.39",887.53,115.86,230.67,"1,234.06",425.33,25.63%,Cheque,Paid,"1,948.53",-289.14
TXN-00112,2023-03-17,2023,Mar,Q1,Sharjah,CUST-0019,SME,Operations,Cloud Support,7,"1,507.54","10,552.78",315.74,"10,237.04","5,579.48",778.04,"1,197.73","7,555.25","2,681.79",26.20%,Cash,Paid,"12,046.30","-1,809.26"
TXN-00113,2023-04-08,2023,Apr,Q2,Ajman,CUST-0355,Government,Operations,Maintenance Contract,9,"1,304.69","11,742.21",432.14,"11,310.07","7,924.21",730.61,"1,880.90","10,535.72",774.35,6.85%,Online,Overdue,"11,264.76",45.31
TXN-00114,2024-06-30,2024,Jun,Q2,Sharjah,CUST-0229,Hospitality,IT,Consulting Service,7,"2,980.50","20,863.50","1,005.54","19,857.96","9,512.18","1,047.08","1,822.12","12,381.38","7,476.58",37.65%,Cheque,Paid,"17,952.01","1,905.95"
TXN-00115,2023-12-08,2023,Dec,Q4,Dubai,CUST-0039,Government,Operations,Security Audit,6,"4,195.18","25,171.08","1,280.63","23,890.45","12,928.57","1,359.15","2,545.34","16,833.06","7,057.39",29.54%,Online,Pending,"25,606.76","-1,716.31"
TXN-00116,2023-11-24,2023,Nov,Q4,Ras Al Khaimah,CUST-0017,Hospitality,Marketing,Software Subscription,5,"1,391.36","6,956.80",849.12,"6,107.68","3,498.65",168.41,492.76,"4,159.82","1,947.86",31.89%,Cheque,Paid,"6,556.89",-449.21
TXN-00117,2025-01-29,2025,Jan,Q1,Fujairah,CUST-0096,Government,HR,Maintenance Contract,15,"1,687.85","25,317.75","1,453.04","23,864.71","15,603.46","1,047.23","3,208.44","19,859.13","4,005.58",16.78%,Cheque,Paid,"22,788.02","1,076.69"
TXN-00118,2023-08-30,2023,Aug,Q3,Umm Al Quwain,CUST-0038,Government,Marketing,Cloud Support,25,"1,663.41","41,585.25","2,783.76","38,801.49","25,592.06","1,440.88","6,562.97","33,595.91","5,205.58",13.42%,Cheque,Paid,"39,863.10","-1,061.61"
TXN-00119,2023-06-29,2023,Jun,Q2,Fujairah,CUST-0090,Retail,HR,Maintenance Contract,22,"1,438.46","31,646.12",205.51,"31,440.61","20,608.76","2,310.25","5,051.78","27,970.79","3,469.82",11.04%,Credit Card,Pending,"34,381.65","-2,941.04"
TXN-00120,2023-09-06,2023,Sep,Q3,Dubai,CUST-0034,Retail,Finance,Data Analytics Package,3,"4,573.47","13,720.41",677.82,"13,042.59","5,071.89",708.69,"1,444.63","7,225.21","5,817.38",44.60%,Cheque,Paid,"15,323.79","-2,281.20"
TXN-00121,2025-12-12,2025,Dec,Q4,Abu Dhabi,CUST-0450,Hospitality,IT,Hardware Setup,25,"2,557.81","63,945.25","7,352.43","56,592.82","39,264.04","2,208.35","3,375.28","44,847.67","11,745.15",20.75%,Online,Paid,"57,710.53","-1,117.71"
TXN-00122,2024-01-08,2024,Jan,Q1,Abu Dhabi,CUST-0178,Hospitality,Operations,Training Program,14,919.03,"12,866.42","1,340.49","11,525.93","6,390.72",588.82,"1,031.99","8,011.53","3,514.40",30.49%,Bank Transfer,Overdue,"10,702.86",823.07
TXN-00123,2024-05-28,2024,May,Q2,Fujairah,CUST-0320,Hospitality,Operations,Data Analytics Package,5,"4,350.34","21,751.70",658.69,"21,093.01","8,493.70","1,057.91","1,517.07","11,068.68","10,024.33",47.52%,Online,Paid,"24,520.25","-3,427.24"
TXN-00124,2023-03-26,2023,Mar,Q1,Ajman,CUST-0456,Hospitality,Operations,Software Subscription,3,"1,005.82","3,017.46",348.40,"2,669.06","1,571.82",157.66,399.57,"2,129.05",540.01,20.23%,Cash,Paid,"2,682.34",-13.28
TXN-00125,2025-09-16,2025,Sep,Q3,Sharjah,CUST-0442,Retail,IT,Data Analytics Package,7,"4,694.87","32,864.09",239.82,"32,624.27","11,901.11","1,512.99","3,685.00","17,099.10","15,525.17",47.59%,Cash,Paid,"30,706.19","1,918.08"
TXN-00126,2025-03-27,2025,Mar,Q1,Sharjah,CUST-0485,Government,Logistics,Training Program,25,871.39,"21,784.75","1,468.25","20,316.50","10,182.39",974.96,"1,722.26","12,879.61","7,436.89",36.61%,Online,Paid,"19,389.57",926.93
TXN-00127,2025-05-06,2025,May,Q2,Sharjah,CUST-0255,Corporate,Sales,Data Analytics Package,3,"5,726.96","17,180.88","1,604.27","15,576.61","6,506.20",488.95,"1,101.49","8,096.64","7,479.97",48.02%,Cheque,Paid,"18,361.56","-2,784.95"
TXN-00128,2025-11-01,2025,Nov,Q4,Ras Al Khaimah,CUST-0005,Corporate,Finance,Security Audit,4,"3,805.44","15,221.76",376.02,"14,845.74","6,755.61",737.74,"2,445.15","9,938.50","4,907.24",33.05%,Credit Card,Paid,"15,978.14","-1,132.40"
TXN-00129,2024-06-25,2024,Jun,Q2,Ajman,CUST-0392,Hospitality,Operations,Maintenance Contract,25,"1,471.95","36,798.75",166.49,"36,632.26","21,673.49","1,967.48","3,558.02","27,198.99","9,433.27",25.75%,Online,Paid,"35,408.03","1,224.23"
TXN-00130,2023-09-01,2023,Sep,Q3,Ras Al Khaimah,CUST-0021,Corporate,Sales,Training Program,4,879.81,"3,519.24",335.69,"3,183.55","1,602.17",243.02,471.63,"2,316.82",866.73,27.23%,Credit Card,Paid,"2,991.64",191.91
TXN-00131,2024-11-13,2024,Nov,Q4,Umm Al Quwain,CUST-0154,Hospitality,Operations,Security Audit,8,"3,694.22","29,553.76","1,847.68","27,706.08","12,855.01","2,102.40","2,532.58","17,489.99","10,216.09",36.87%,Online,Paid,"27,647.52",58.56
TXN-00132,2025-11-09,2025,Nov,Q4,Umm Al Quwain,CUST-0353,Corporate,HR,Security Audit,5,"4,241.82","21,209.10",24.70,"21,184.40","10,234.69",563.00,"2,206.36","13,004.05","8,180.35",38.61%,Cheque,Pending,"20,597.66",586.74
TXN-00133,2024-06-27,2024,Jun,Q2,Dubai,CUST-0294,Corporate,Marketing,Data Analytics Package,1,"5,267.05","5,267.05",89.81,"5,177.24","2,124.34",296.06,825.00,"3,245.40","1,931.84",37.31%,Bank Transfer,Paid,"4,785.49",391.75
TXN-00134,2025-06-22,2025,Jun,Q2,Dubai,CUST-0362,SME,HR,Maintenance Contract,14,"1,320.86","18,492.04","1,276.88","17,215.16","10,989.28","1,144.78","2,920.86","15,054.92","2,160.24",12.55%,Credit Card,Paid,"19,657.05","-2,441.89"
TXN-00135,2024-10-27,2024,Oct,Q4,Fujairah,CUST-0412,Retail,HR,Security Audit,7,"3,971.10","27,797.70",336.99,"27,460.71","14,862.08","1,113.25","2,637.80","18,613.13","8,847.58",32.22%,Cheque,Paid,"30,525.24","-3,064.53"
TXN-00136,2024-01-29,2024,Jan,Q1,Sharjah,CUST-0246,Retail,HR,Data Analytics Package,5,"5,216.17","26,080.85",586.47,"25,494.38","11,162.28",965.14,"2,232.56","14,359.98","11,134.40",43.67%,Cash,Paid,"24,020.38","1,474.00"
TXN-00137,2024-08-12,2024,Aug,Q3,Dubai,CUST-0178,Government,IT,Consulting Service,7,"4,124.06","28,868.42",911.16,"27,957.26","12,191.10","1,855.91","1,930.22","15,977.23","11,980.03",42.85%,Cash,Overdue,"24,955.21","3,002.05"
TXN-00138,2025-09-08,2025,Sep,Q3,Dubai,CUST-0343,Hospitality,Marketing,Data Analytics Package,4,"5,755.90","23,023.60",624.25,"22,399.35","9,070.87",813.04,"1,438.03","11,321.94","11,077.41",49.45%,Credit Card,Paid,"24,690.07","-2,290.72"
TXN-00139,2023-04-18,2023,Apr,Q2,Fujairah,CUST-0479,Government,Finance,Consulting Service,7,"3,332.41","23,326.87",881.58,"22,445.29","10,466.40",634.04,"3,936.62","15,037.06","7,408.23",33.01%,Credit Card,Paid,"26,336.70","-3,891.41"
TXN-00140,2024-08-11,2024,Aug,Q3,Abu Dhabi,CUST-0214,SME,Sales,Maintenance Contract,10,"1,617.54","16,175.40","1,468.62","14,706.78","8,774.50",800.75,"1,758.49","11,333.74","3,373.04",22.94%,Cheque,Overdue,"16,132.39","-1,425.61"
TXN-00141,2025-10-11,2025,Oct,Q4,Sharjah,CUST-0146,Government,IT,Training Program,30,"1,007.64","30,229.20","3,164.24","27,064.96","13,481.18",602.14,"2,403.12","16,486.44","10,578.52",39.09%,Online,Pending,"28,711.45","-1,646.49"
TXN-00142,2025-12-09,2025,Dec,Q4,Abu Dhabi,CUST-0008,Retail,Logistics,Security Audit,3,"4,873.78","14,621.34",479.02,"14,142.32","6,636.72",378.43,"1,005.86","8,021.01","6,121.31",43.28%,Cash,Paid,"14,392.28",-249.96
TXN-00143,2024-01-31,2024,Jan,Q1,Abu Dhabi,CUST-0245,Retail,Marketing,Training Program,20,"1,046.21","20,924.20","2,252.39","18,671.81","10,344.31",950.71,"1,144.13","12,439.15","6,232.66",33.38%,Bank Transfer,Paid,"20,180.06","-1,508.25"
TXN-00144,2024-06-18,2024,Jun,Q2,Abu Dhabi,CUST-0032,Corporate,Finance,Hardware Setup,8,"2,596.60","20,772.80","1,109.24","19,663.56","14,245.14","1,080.47","2,447.60","17,773.21","1,890.35",9.61%,Cash,Paid,"18,846.85",816.71
TXN-00145,2023-11-24,2023,Nov,Q4,Ras Al Khaimah,CUST-0114,SME,Marketing,Hardware Setup,22,"2,654.62","58,401.64","10,455.28","47,946.36","37,423.74","1,853.54","3,129.17","42,406.45","5,539.91",11.55%,Cheque,Paid,"55,370.33","-7,423.97"
TXN-00146,2023-11-10,2023,Nov,Q4,Umm Al Quwain,CUST-0306,Corporate,HR,Security Audit,6,"4,142.62","24,855.72",955.61,"23,900.11","11,880.33","1,248.81","3,258.36","16,387.50","7,512.61",31.43%,Cheque,Paid,"22,598.12","1,301.99"
TXN-00147,2025-12-17,2025,Dec,Q4,Umm Al Quwain,CUST-0267,Government,Sales,Maintenance Contract,3,"1,780.35","5,341.05",59.93,"5,281.12","3,658.45",391.72,402.85,"4,453.02",828.10,15.68%,Credit Card,Paid,"5,497.64",-216.52
TXN-00148,2025-09-28,2025,Sep,Q3,Fujairah,CUST-0012,Government,Operations,Consulting Service,8,"4,002.17","32,017.36","1,161.42","30,855.94","13,921.96","1,462.82","1,774.39","17,159.17","13,696.77",44.39%,Bank Transfer,Pending,"31,433.36",-577.42
TXN-00149,2024-03-22,2024,Mar,Q1,Sharjah,CUST-0210,SME,Logistics,Consulting Service,1,"3,463.18","3,463.18",194.04,"3,269.14","1,483.22",77.20,543.49,"2,103.91","1,165.23",35.64%,Credit Card,Paid,"3,843.99",-574.85
TXN-00150,2025-05-10,2025,May,Q2,Fujairah,CUST-0441,Retail,Sales,Maintenance Contract,29,"1,459.49","42,325.21","3,680.69","38,644.52","27,162.45","1,643.89","5,362.12","34,168.46","4,476.06",11.58%,Credit Card,Paid,"41,679.57","-3,035.05"
TXN-00151,2025-03-15,2025,Mar,Q1,Ajman,CUST-0422,SME,Marketing,Training Program,24,"1,090.34","26,168.16","2,621.49","23,546.67","12,871.61","1,853.35","2,594.62","17,319.58","6,227.09",26.45%,Cheque,Paid,"25,800.75","-2,254.08"
TXN-00152,2024-12-09,2024,Dec,Q4,Dubai,CUST-0124,SME,Sales,Training Program,9,805.85,"7,252.65",761.71,"6,490.94","3,554.51",142.37,881.64,"4,578.52","1,912.42",29.46%,Bank Transfer,Overdue,"6,909.46",-418.52
TXN-00153,2023-03-10,2023,Mar,Q1,Sharjah,CUST-0120,Hospitality,Operations,Security Audit,1,"3,855.15","3,855.15",11.94,"3,843.21","1,898.15",201.33,569.06,"2,668.54","1,174.67",30.56%,Online,Paid,"4,276.80",-433.59
TXN-00154,2024-10-18,2024,Oct,Q4,Fujairah,CUST-0467,SME,IT,Data Analytics Package,5,"5,852.52","29,262.60","2,884.40","26,378.20","10,596.13","1,182.10","2,262.46","14,040.69","12,337.51",46.77%,Cheque,Paid,"27,618.38","-1,240.18"
TXN-00155,2025-10-12,2025,Oct,Q4,Umm Al Quwain,CUST-0276,Government,Marketing,Software Subscription,12,"1,435.96","17,231.52","2,082.29","15,149.23","9,288.80",592.70,"1,577.37","11,458.87","3,690.36",24.36%,Credit Card,Paid,"14,009.48","1,139.75"
TXN-00156,2024-09-07,2024,Sep,Q3,Sharjah,CUST-0332,Corporate,Finance,Training Program,26,904.69,"23,521.94",162.65,"23,359.29","11,934.69","1,050.95","2,777.39","15,763.03","7,596.26",32.52%,Cash,Paid,"23,278.13",81.16
TXN-00157,2023-07-09,2023,Jul,Q3,Ras Al Khaimah,CUST-0112,Government,Marketing,Data Analytics Package,1,"4,636.92","4,636.92",312.38,"4,324.54","1,765.42",313.17,322.01,"2,400.60","1,923.94",44.49%,Cash,Paid,"4,793.79",-469.25
TXN-00158,2024-09-12,2024,Sep,Q3,Abu Dhabi,CUST-0204,SME,HR,Software Subscription,7,"1,433.84","10,036.88","1,738.13","8,298.75","4,444.88",663.69,931.62,"6,040.19","2,258.56",27.22%,Cash,Paid,"7,906.87",391.88
TXN-00159,2024-08-02,2024,Aug,Q3,Ajman,CUST-0390,Retail,Marketing,Hardware Setup,15,"2,687.00","40,305.00","2,895.99","37,409.01","26,718.80","1,899.22","4,288.80","32,906.82","4,502.19",12.04%,Cash,Overdue,"34,026.58","3,382.43"
TXN-00160,2024-10-02,2024,Oct,Q4,Abu Dhabi,CUST-0101,Retail,Marketing,Hardware Setup,2,"2,717.03","5,434.06",240.48,"5,193.58","3,619.35",185.13,890.80,"4,695.28",498.30,9.59%,Cheque,Paid,"5,472.70",-279.12
TXN-00161,2024-05-18,2024,May,Q2,Abu Dhabi,CUST-0072,Hospitality,Finance,Security Audit,6,"3,876.31","23,257.86","1,337.59","21,920.27","11,982.73","1,282.37","2,494.03","15,759.13","6,161.14",28.11%,Credit Card,Pending,"20,396.16","1,524.11"
TXN-00162,2023-05-01,2023,May,Q2,Fujairah,CUST-0078,Corporate,Marketing,Software Subscription,27,"1,390.41","37,541.07","6,387.01","31,154.06","18,677.26","2,051.82","3,227.90","23,956.98","7,197.08",23.10%,Online,Paid,"35,290.18","-4,136.12"
TXN-00163,2025-07-22,2025,Jul,Q3,Dubai,CUST-0009,Hospitality,IT,Maintenance Contract,2,"1,600.70","3,201.40",213.45,"2,987.95","1,987.43",146.39,338.90,"2,472.72",515.23,17.24%,Cash,Paid,"2,635.32",352.63
TXN-00164,2024-08-10,2024,Aug,Q3,Abu Dhabi,CUST-0318,Hospitality,Operations,Software Subscription,17,"1,374.32","23,363.44","2,834.59","20,528.85","12,635.82","1,531.17","1,312.04","15,479.03","5,049.82",24.60%,Cash,Paid,"18,658.55","1,870.30"
TXN-00165,2024-07-01,2024,Jul,Q3,Fujairah,CUST-0440,Corporate,Sales,Hardware Setup,3,"2,519.97","7,559.91",613.91,"6,946.00","5,277.23",551.61,551.24,"6,380.08",565.92,8.15%,Cheque,Pending,"7,537.89",-591.89
TXN-00166,2025-02-15,2025,Feb,Q1,Umm Al Quwain,CUST-0499,Corporate,HR,Hardware Setup,18,"2,627.05","47,286.90","6,021.97","41,264.93","32,204.26","1,030.02","6,597.97","39,832.25","1,432.68",3.47%,Bank Transfer,Paid,"44,296.75","-3,031.82"
TXN-00167,2024-04-15,2024,Apr,Q2,Umm Al Quwain,CUST-0162,Corporate,Marketing,Data Analytics Package,8,"4,642.19","37,137.52","3,432.10","33,705.42","13,979.47","1,241.11","4,064.67","19,285.25","14,420.17",42.78%,Online,Paid,"36,315.32","-2,609.90"
TXN-00168,2023-10-23,2023,Oct,Q4,Umm Al Quwain,CUST-0379,SME,Logistics,Hardware Setup,30,"2,212.01","66,360.30","2,156.05","64,204.25","45,653.77","4,499.37","6,458.33","56,611.47","7,592.78",11.83%,Bank Transfer,Paid,"73,767.97","-9,563.72"
TXN-00169,2025-10-22,2025,Oct,Q4,Sharjah,CUST-0016,Retail,Logistics,Maintenance Contract,2,"1,288.61","2,577.22",59.83,"2,517.39","1,497.55",141.75,326.76,"1,966.06",551.33,21.90%,Cheque,Overdue,"2,665.12",-147.73
TXN-00170,2025-10-01,2025,Oct,Q4,Abu Dhabi,CUST-0366,Corporate,Sales,Data Analytics Package,6,"5,206.08","31,236.48","1,172.70","30,063.78","11,269.68","1,658.09","2,988.62","15,916.39","14,147.39",47.06%,Cash,Paid,"33,420.41","-3,356.63"
TXN-00171,2023-11-12,2023,Nov,Q4,Umm Al Quwain,CUST-0139,Corporate,Marketing,Hardware Setup,23,"2,947.25","67,786.75","2,091.59","65,695.16","48,183.67","2,735.68","4,066.38","54,985.73","10,709.43",16.30%,Bank Transfer,Paid,"76,396.12","-10,700.96"
TXN-00172,2024-01-19,2024,Jan,Q1,Umm Al Quwain,CUST-0198,Corporate,Operations,Hardware Setup,15,"2,711.26","40,668.90","4,168.08","36,500.82","25,203.59",926.29,"4,454.87","30,584.75","5,916.07",16.21%,Cheque,Pending,"38,657.19","-2,156.37"
TXN-00173,2025-03-05,2025,Mar,Q1,Ajman,CUST-0142,Government,Operations,Consulting Service,4,"3,670.74","14,682.96",199.20,"14,483.76","6,362.22",410.33,"1,291.18","8,063.73","6,420.03",44.33%,Cheque,Paid,"14,888.40",-404.64
TXN-00174,2023-06-07,2023,Jun,Q2,Ajman,CUST-0171,Hospitality,Finance,Maintenance Contract,9,"1,796.53","16,168.77","1,165.61","15,003.16","9,743.87",855.18,"1,643.18","12,242.23","2,760.93",18.40%,Cash,Paid,"13,812.61","1,190.55"
TXN-00175,2025-06-20,2025,Jun,Q2,Sharjah,CUST-0091,Government,Operations,Maintenance Contract,14,"1,719.29","24,070.06","2,068.84","22,001.22","15,657.15",619.72,"2,017.21","18,294.08","3,707.14",16.85%,Cash,Paid,"25,613.46","-3,612.24"
TXN-00176,2025-10-02,2025,Oct,Q4,Fujairah,CUST-0394,Hospitality,Sales,Data Analytics Package,6,"4,852.11","29,112.66","2,377.03","26,735.63","10,465.26",717.40,"3,296.52","14,479.18","12,256.45",45.84%,Cheque,Paid,"28,277.42","-1,541.79"
TXN-00177,2024-03-05,2024,Mar,Q1,Sharjah,CUST-0338,SME,IT,Security Audit,5,"4,840.55","24,202.75",117.17,"24,085.58","12,880.46","1,630.66","3,311.46","17,822.58","6,263.00",26.00%,Cheque,Paid,"22,200.97","1,884.61"
TXN-00178,2025-02-11,2025,Feb,Q1,Umm Al Quwain,CUST-0496,Retail,IT,Consulting Service,8,"4,256.98","34,055.84","1,305.66","32,750.18","14,445.20","1,650.50","5,556.10","21,651.80","11,098.38",33.89%,Online,Paid,"35,616.24","-2,866.06"
TXN-00179,2023-06-24,2023,Jun,Q2,Umm Al Quwain,CUST-0170,Government,Sales,Consulting Service,4,"3,790.64","15,162.56",430.63,"14,731.93","6,824.27",333.79,"2,620.35","9,778.41","4,953.52",33.62%,Bank Transfer,Paid,"15,958.24","-1,226.31"
TXN-00180,2023-07-21,2023,Jul,Q3,Ras Al Khaimah,CUST-0354,Hospitality,Marketing,Cloud Support,8,"1,843.69","14,749.52","1,147.80","13,601.72","8,292.45",741.49,"1,468.32","10,502.26","3,099.46",22.79%,Cash,Pending,"13,565.54",36.18
TXN-00181,2023-02-20,2023,Feb,Q1,Umm Al Quwain,CUST-0106,Hospitality,Finance,Security Audit,2,"3,940.33","7,880.66",507.82,"7,372.84","3,381.08",515.21,"1,068.47","4,964.76","2,408.08",32.66%,Cash,Paid,"7,258.55",114.29
TXN-00182,2025-09-02,2025,Sep,Q3,Dubai,CUST-0347,SME,IT,Consulting Service,8,"3,880.79","31,046.32","1,123.75","29,922.57","12,299.54",678.67,"4,261.01","17,239.22","12,683.35",42.39%,Credit Card,Paid,"26,534.60","3,387.97"
TXN-00183,2025-11-22,2025,Nov,Q4,Ajman,CUST-0203,Corporate,IT,Training Program,18,795.65,"14,321.70",962.16,"13,359.54","7,583.95",453.04,"1,371.44","9,408.43","3,951.11",29.58%,Online,Paid,"12,495.65",863.89
TXN-00184,2024-02-09,2024,Feb,Q1,Umm Al Quwain,CUST-0275,SME,Operations,Security Audit,7,"4,097.24","28,680.68","1,414.86","27,265.82","12,830.71","1,776.08","4,229.88","18,836.67","8,429.15",30.91%,Cash,Paid,"24,505.68","2,760.14"
TXN-00185,2024-02-08,2024,Feb,Q1,Sharjah,CUST-0181,Government,HR,Security Audit,2,"3,884.75","7,769.50",469.16,"7,300.34","3,670.40",425.95,931.57,"5,027.92","2,272.42",31.13%,Credit Card,Paid,"7,763.13",-462.79
TXN-00186,2024-09-01,2024,Sep,Q3,Ras Al Khaimah,CUST-0197,Government,Marketing,Consulting Service,3,"3,308.46","9,925.38",189.43,"9,735.95","4,045.53",412.79,665.71,"5,124.03","4,611.92",47.37%,Cheque,Paid,"9,702.25",33.70
TXN-00187,2023-12-21,2023,Dec,Q4,Abu Dhabi,CUST-0418,Government,HR,Training Program,16,841.98,"13,471.68",302.46,"13,169.22","7,316.38",752.81,"2,140.23","10,209.42","2,959.80",22.48%,Online,Paid,"15,349.42","-2,180.20"
TXN-00188,2025-10-10,2025,Oct,Q4,Dubai,CUST-0141,SME,HR,Hardware Setup,22,"2,643.39","58,154.58","8,259.61","49,894.97","37,001.00","1,498.61","6,162.11","44,661.72","5,233.25",10.49%,Cash,Paid,"55,820.71","-5,925.74"
TXN-00189,2023-12-11,2023,Dec,Q4,Dubai,CUST-0390,Government,HR,Security Audit,8,"4,367.54","34,940.32",276.89,"34,663.43","15,994.42","2,305.35","5,443.09","23,742.86","10,920.57",31.50%,Credit Card,Pending,"34,318.82",344.61
TXN-00190,2025-05-20,2025,May,Q2,Umm Al Quwain,CUST-0416,SME,Marketing,Consulting Service,4,"3,286.79","13,147.16","1,051.05","12,096.11","5,388.53",494.91,"1,889.11","7,772.55","4,323.56",35.74%,Online,Overdue,"12,237.89",-141.78
TXN-00191,2024-12-19,2024,Dec,Q4,Abu Dhabi,CUST-0166,Retail,Operations,Hardware Setup,6,"2,772.80","16,636.80","2,611.48","14,025.32","11,178.59",958.30,"1,740.68","13,877.57",147.75,1.05%,Online,Paid,"14,581.90",-556.58
TXN-00192,2024-07-01,2024,Jul,Q3,Abu Dhabi,CUST-0075,Retail,Logistics,Consulting Service,3,"4,217.88","12,653.64",795.35,"11,858.29","5,783.16",943.32,"1,929.54","8,656.02","3,202.27",27.00%,Credit Card,Pending,"10,886.70",971.59
TXN-00193,2025-03-15,2025,Mar,Q1,Ras Al Khaimah,CUST-0384,Retail,IT,Security Audit,3,"4,414.07","13,242.21",249.09,"12,993.12","6,385.11",612.23,"1,719.92","8,717.26","4,275.86",32.91%,Cash,Paid,"14,864.62","-1,871.50"
TXN-00194,2025-07-20,2025,Jul,Q3,Umm Al Quwain,CUST-0033,Hospitality,Finance,Security Audit,6,"4,421.69","26,530.14","1,613.66","24,916.48","13,323.26",637.58,"4,394.76","18,355.60","6,560.88",26.33%,Credit Card,Paid,"26,671.90","-1,755.42"
TXN-00195,2025-05-29,2025,May,Q2,Fujairah,CUST-0391,Corporate,Sales,Data Analytics Package,8,"4,637.07","37,096.56","3,072.87","34,023.69","13,167.86","1,860.28","4,205.28","19,233.42","14,790.27",43.47%,Bank Transfer,Paid,"34,894.74",-871.05
